dataset,checkpoint,seed,epoch,train_mse,validation_mse
m4_hourly,final_seed_3407,3407,15.0,0.48302662041452193,0.539994063200774
m4_hourly,final_seed_3407,3407,16.0,0.4846193922890557,0.5010686450534396
m4_hourly,final_seed_3407,3407,17.0,0.47508508298132157,0.5075167196768301
m4_hourly,final_seed_3407,3407,18.0,0.4671240978770786,0.4829281700981988
m4_hourly,final_seed_3407,3407,19.0,0.4589872294002109,0.46842525623462816
m4_hourly,final_seed_3407,3407,20.0,0.46070486307144165,0.4703809950086806
m4_hourly,final_seed_9119,9119,1.0,1.0150841077168782,1.0112135145399306
m4_hourly,final_seed_9119,9119,2.0,1.006986829969618,1.0106350227638528
m4_hourly,final_seed_9119,9119,3.0,0.9889184501436021,1.01003251252351
m4_hourly,final_seed_9119,9119,4.0,0.9326642884148492,1.008514474939417
m4_hourly,final_seed_9119,9119,5.0,0.8343083262443542,1.0006027221679688
m4_hourly,final_seed_9119,9119,6.0,0.79105277856191,0.9847499706127025
m4_hourly,final_seed_9119,9119,7.0,0.7926968137423197,0.9761222556785301
m4_hourly,final_seed_9119,9119,8.0,0.7509557273652818,0.9730117232711227
m4_hourly,final_seed_9119,9119,9.0,0.7265892823537191,0.9643876817491319
m4_hourly,final_seed_9119,9119,10.0,0.6762363910675049,0.9324120415581597
m4_hourly,final_seed_9119,9119,11.0,0.5995248026318021,0.8528582961470993
m4_hourly,final_seed_9119,9119,12.0,0.5434178974893358,0.7315344633879485
m4_hourly,final_seed_9119,9119,13.0,0.5753423836496141,0.6493453273066768
m4_hourly,final_seed_9119,9119,14.0,0.5437170598242018,0.6335523393419054
m4_hourly,final_seed_9119,9119,15.0,0.5028913782702552,0.6374328754566334
m4_hourly,final_seed_9119,9119,16.0,0.49724921584129333,0.6045222105803313
m4_hourly,final_seed_9119,9119,17.0,0.5022433698177338,0.5306245309335215
m4_hourly,final_seed_9119,9119,18.0,0.4823231233490838,0.455066892835829
m4_hourly,final_seed_9119,9119,19.0,0.46702127655347186,0.4219459957546658
m4_hourly,final_seed_9119,9119,20.0,0.48843514919281006,0.4180444081624349
m4_weekly,crossfit_seed_17231,17231,1.0,0.3136251623983736,0.3136251623983736
m4_weekly,crossfit_seed_17231,17231,2.0,0.3073911600642734,0.3073911600642734
m4_weekly,crossfit_seed_17231,17231,3.0,0.29477913291366015,0.29477913291366015
m4_weekly,crossfit_seed_17231,17231,4.0,0.27938110740096483,0.27938110740096483
m4_weekly,crossfit_seed_17231,17231,5.0,0.26054731673664516,0.26054731673664516
m4_weekly,crossfit_seed_17231,17231,6.0,0.24197892568729543,0.24197892568729543
m4_weekly,crossfit_seed_17231,17231,7.0,0.2313035704471447,0.2313035704471447
m4_weekly,crossfit_seed_17231,17231,8.0,0.23463637409386812,0.23463637409386812
m4_weekly,crossfit_seed_17231,17231,9.0,0.2305904174292529,0.2305904174292529
m4_weekly,crossfit_seed_17231,17231,10.0,0.2258365606820142,0.2258365606820142
m4_weekly,crossfit_seed_17231,17231,11.0,0.2257075326310264,0.2257075326310264
m4_weekly,crossfit_seed_17231,17231,12.0,0.22362345457077026,0.22362345457077026
m4_weekly,crossfit_seed_17231,17231,13.0,0.21648020380073124,0.21648020380073124
m4_weekly,crossfit_seed_17231,17231,14.0,0.2109654634087174,0.2109654634087174
m4_weekly,crossfit_seed_17231,17231,15.0,0.2163066080322972,0.2163066080322972
m4_weekly,crossfit_seed_17231,17231,16.0,0.21302792264355552,0.21302792264355552
m4_weekly,crossfit_seed_3407,3407,1.0,0.31423890590667725,0.31423890590667725
m4_weekly,crossfit_seed_3407,3407,2.0,0.30790688042287473,0.30790688042287473
m4_weekly,crossfit_seed_3407,3407,3.0,0.29864629440837437,0.29864629440837437
m4_weekly,crossfit_seed_3407,3407,4.0,0.28267440420609935,0.28267440420609935
m4_weekly,crossfit_seed_3407,3407,5.0,0.262023546077587,0.262023546077587
m4_weekly,crossfit_seed_3407,3407,6.0,0.24073989634160642,0.24073989634160642
m4_weekly,crossfit_seed_3407,3407,7.0,0.23542931620721463,0.23542931620721463
m4_weekly,crossfit_seed_3407,3407,8.0,0.23792164303638316,0.23792164303638316
m4_weekly,crossfit_seed_3407,3407,9.0,0.23690885470973122,0.23690885470973122
m4_weekly,crossfit_seed_3407,3407,10.0,0.22838780063169975,0.22838780063169975
m4_weekly,crossfit_seed_3407,3407,11.0,0.2274109439717399,0.2274109439717399
m4_weekly,crossfit_seed_3407,3407,12.0,0.2199679602075506,0.2199679602075506
m4_weekly,crossfit_seed_3407,3407,13.0,0.21905551574848317,0.21905551574848317
m4_weekly,crossfit_seed_3407,3407,14.0,0.2189849008012701,0.2189849008012701
m4_weekly,crossfit_seed_3407,3407,15.0,0.21496971117125618,0.21496971117125618
m4_weekly,crossfit_seed_3407,3407,16.0,0.21852540252385316,0.21852540252385316
m4_weekly,crossfit_seed_9119,9119,1.0,0.3139371551849224,0.3139371551849224
m4_weekly,crossfit_seed_9119,9119,2.0,0.30720436241891647,0.30720436241891647
m4_weekly,crossfit_seed_9119,9119,3.0,0.2954511918403484,0.2954511918403484
m4_weekly,crossfit_seed_9119,9119,4.0,0.28000897058734187,0.28000897058734187
m4_weekly,crossfit_seed_9119,9119,5.0,0.2626661233328007,0.2626661233328007
m4_weekly,crossfit_seed_9119,9119,6.0,0.24981641990167122,0.24981641990167122
m4_weekly,crossfit_seed_9119,9119,7.0,0.23972202671898735,0.23972202671898735
m4_weekly,crossfit_seed_9119,9119,8.0,0.232078923119439,0.232078923119439
m4_weekly,crossfit_seed_9119,9119,9.0,0.22854796714252895,0.22854796714252895
m4_weekly,crossfit_seed_9119,9119,10.0,0.22740585329356017,0.22740585329356017
m4_weekly,crossfit_seed_9119,9119,11.0,0.21725184442820372,0.21725184442820372
m4_weekly,crossfit_seed_9119,9119,12.0,0.22002628556004278,0.22002628556004278
m4_weekly,crossfit_seed_9119,9119,13.0,0.2185525452649152,0.2185525452649152
m4_weekly,crossfit_seed_9119,9119,14.0,0.21650694421044103,0.21650694421044103
m4_weekly,crossfit_seed_9119,9119,15.0,0.21371319227748448,0.21371319227748448
m4_weekly,crossfit_seed_9119,9119,16.0,0.2178361526242009,0.2178361526242009
m4_weekly,final_seed_17231,17231,1.0,0.32895546820428634,0.8731769007495326
m4_weekly,final_seed_17231,17231,2.0,0.31879795922173393,0.8671881520850027
m4_weekly,final_seed_17231,17231,3.0,0.2957638270325131,0.8532292292668269
m4_weekly,final_seed_17231,17231,4.0,0.264829706814554,0.8160316923744658
m4_weekly,final_seed_17231,17231,5.0,0.2527790268262227,0.7778086866069044
m4_weekly,final_seed_17231,17231,6.0,0.2666434877448612,0.7880530724158654
m4_weekly,final_seed_17231,17231,7.0,0.24182918833361733,0.7997601500943176
m4_weekly,final_seed_17231,17231,8.0,0.2463149908516142,0.788223136184562
m4_weekly,final_seed_17231,17231,9.0,0.24941397375530666,0.7485603267311031
m4_weekly,final_seed_17231,17231,10.0,0.24016104307439592,0.7013768905248398
m4_weekly,final_seed_17231,17231,11.0,0.23824133475621542,0.6829131036742121
m4_weekly,final_seed_17231,17231,12.0,0.24192500611146292,0.6754111265524839
m4_weekly,final_seed_17231,17231,13.0,0.23560985922813416,0.6283108963925614
m4_weekly,final_seed_17231,17231,14.0,0.2343578338623047,0.5440405821188902
m4_weekly,final_seed_17231,17231,15.0,0.23996728989813063,0.5137783604809362
m4_weekly,final_seed_17231,17231,16.0,0.23297497630119324,0.544524168356871
m4_weekly,final_seed_17231,17231,17.0,0.23506062063905928,0.5810370159964277
m4_weekly,final_seed_17231,17231,18.0,0.22969679368866813,0.5825700026292068
m4_weekly,final_seed_17231,17231,19.0,0.23255903522173563,0.5480813572549412
m4_weekly,final_seed_3407,3407,1.0,0.3293443520863851,0.8714907393496261
m4_weekly,final_seed_3407,3407,2.0,0.3181688255733914,0.8654181325537527
m4_weekly,final_seed_3407,3407,3.0,0.2968035870128208,0.8509917952056624
m4_weekly,final_seed_3407,3407,4.0,0.26459039251009625,0.8143919594267495
m4_weekly,final_seed_3407,3407,5.0,0.2558549228641722,0.7742704081739116
m4_weekly,final_seed_3407,3407,6.0,0.25953777962260777,0.7704141730936165
m4_weekly,final_seed_3407,3407,7.0,0.24947093923886618,0.7834888686481704
m4_weekly,final_seed_3407,3407,8.0,0.24536066585116917,0.7723619509965945
m4_weekly,final_seed_3407,3407,9.0,0.2454698019557529,0.7306976970444378
m4_weekly,final_seed_3407,3407,10.0,0.24204216731919181,0.6780265090811965
m4_weekly,final_seed_3407,3407,11.0,0.23920896980497572,0.6390006562583467
m4_weekly,final_seed_3407,3407,12.0,0.23650637600156996,0.6190165332239917
m4_weekly,final_seed_3407,3407,13.0,0.2314072979821099,0.5916262895633013
m4_weekly,final_seed_3407,3407,14.0,0.23341590497228834,0.5513815594534589
m4_weekly,final_seed_3407,3407,15.0,0.23314459290769365,0.5593721438676883
m4_weekly,final_seed_3407,3407,16.0,0.23409604032834372,0.5685893001719418
m4_weekly,final_seed_3407,3407,17.0,0.23299100001653036,0.553464579785991
m4_weekly,final_seed_3407,3407,18.0,0.23433724376890394,0.510455335307325
m4_weekly,final_seed_3407,3407,19.0,0.23091849353578356,0.45918110904530585
m4_weekly,final_seed_3407,3407,20.0,0.2215983553065194,0.4600394485343216
m4_weekly,final_seed_9119,9119,1.0,0.32926193873087567,0.8751703898111979
m4_weekly,final_seed_9119,9119,2.0,0.3164730966091156,0.8692917783036191
m4_weekly,final_seed_9119,9119,3.0,0.29348768459426033,0.8549496903378739
m4_weekly,final_seed_9119,9119,4.0,0.2668691823879878,0.8257092858991052
m4_weekly,final_seed_9119,9119,5.0,0.2515258623494042,0.8028098864433093
m4_weekly,final_seed_9119,9119,6.0,0.2600944009092119,0.7846703814645098
m4_weekly,final_seed_9119,9119,7.0,0.24962111314137778,0.7801417163294605
m4_weekly,final_seed_9119,9119,8.0,0.24667220479912227,0.7756215282994458
m4_weekly,final_seed_9119,9119,9.0,0.2457861171828376,0.7534765259832399
m4_weekly,final_seed_9119,9119,10.0,0.24237465361754099,0.7054766793536325
m4_weekly,final_seed_9119,9119,11.0,0.2347698989841673,0.6424811599601028
m4_weekly,final_seed_9119,9119,12.0,0.23188333378897774,0.5889931703225161
m4_weekly,final_seed_9119,9119,13.0,0.23579592009385428,0.5953556289020766
m4_weekly,final_seed_9119,9119,14.0,0.23570825656255087,0.5946013621794872
m4_weekly,final_seed_9119,9119,15.0,0.2329134013917711,0.5479631994524573
m4_weekly,final_seed_9119,9119,16.0,0.2277497715420193,0.4960732093224159
m4_weekly,final_seed_9119,9119,17.0,0.23060043652852377,0.4397513234717214
m4_weekly,final_seed_9119,9119,18.0,0.2326322297255198,0.4464732765132545
m4_weekly,final_seed_9119,9119,19.0,0.2262844675117069,0.4747576917338575
m4_weekly,final_seed_9119,9119,20.0,0.22619850436846414,0.4998487814878806
nn5,crossfit_seed_17231,17231,1.0,1.188606403492115,1.188606403492115
nn5,crossfit_seed_17231,17231,2.0,1.1815865304734972,1.1815865304734972
nn5,crossfit_seed_17231,17231,3.0,1.1708990512070832,1.1708990512070832
nn5,crossfit_seed_17231,17231,4.0,1.1529778860233448,1.1529778860233448
nn5,crossfit_seed_17231,17231,5.0,1.1241696234102603,1.1241696234102603
nn5,crossfit_seed_17231,17231,6.0,1.0955465767118666,1.0955465767118666
nn5,crossfit_seed_17231,17231,7.0,1.0622126437999584,1.0622126437999584
nn5,crossfit_seed_17231,17231,8.0,1.0401618878046672,1.0401618878046672
nn5,crossfit_seed_17231,17231,9.0,0.9986916206501149,0.9986916206501149
nn5,crossfit_seed_17231,17231,10.0,0.9638761635179873,0.9638761635179873
nn5,crossfit_seed_17231,17231,11.0,0.9471003170366641,0.9471003170366641
nn5,crossfit_seed_17231,17231,12.0,0.9291147479304561,0.9291147479304561
nn5,crossfit_seed_17231,17231,13.0,0.903814070754581,0.903814070754581
nn5,crossfit_seed_17231,17231,14.0,0.8856264374874256,0.8856264374874256
nn5,crossfit_seed_17231,17231,15.0,0.8660123855979355,0.8660123855979355
nn5,crossfit_seed_17231,17231,16.0,0.8510203427738614,0.8510203427738614
nn5,crossfit_seed_3407,3407,1.0,1.188851166654516,1.188851166654516
nn5,crossfit_seed_3407,3407,2.0,1.1821021989539817,1.1821021989539817
nn5,crossfit_seed_3407,3407,3.0,1.173503703541226,1.173503703541226
nn5,crossfit_seed_3407,3407,4.0,1.1589799545429371,1.1589799545429371
nn5,crossfit_seed_3407,3407,5.0,1.1351957850986056,1.1351957850986056
nn5,crossfit_seed_3407,3407,6.0,1.1026692125532362,1.1026692125532362
nn5,crossfit_seed_3407,3407,7.0,1.075560282777857,1.075560282777857
nn5,crossfit_seed_3407,3407,8.0,1.0556353595521715,1.0556353595521715
nn5,crossfit_seed_3407,3407,9.0,1.0184091417877763,1.0184091417877763
nn5,crossfit_seed_3407,3407,10.0,0.9822983079486423,0.9822983079486423
nn5,crossfit_seed_3407,3407,11.0,0.9660248690181308,0.9660248690181308
nn5,crossfit_seed_3407,3407,12.0,0.9435819873103389,0.9435819873103389
nn5,crossfit_seed_3407,3407,13.0,0.9139370233924301,0.9139370233924301
nn5,crossfit_seed_3407,3407,14.0,0.8911099235216776,0.8911099235216776
nn5,crossfit_seed_3407,3407,15.0,0.8644346396128336,0.8644346396128336
nn5,crossfit_seed_3407,3407,16.0,0.8458696868684557,0.8458696868684557
nn5,crossfit_seed_9119,9119,1.0,1.187843539096691,1.187843539096691
nn5,crossfit_seed_9119,9119,2.0,1.1810458721937958,1.1810458721937958
nn5,crossfit_seed_9119,9119,3.0,1.170598935197901,1.170598935197901
nn5,crossfit_seed_9119,9119,4.0,1.1518693809156064,1.1518693809156064
nn5,crossfit_seed_9119,9119,5.0,1.1256064220711037,1.1256064220711037
nn5,crossfit_seed_9119,9119,6.0,1.093700612032855,1.093700612032855
nn5,crossfit_seed_9119,9119,7.0,1.0708386147463764,1.0708386147463764
nn5,crossfit_seed_9119,9119,8.0,1.03966725314105,1.03966725314105
nn5,crossfit_seed_9119,9119,9.0,1.0030182246808652,1.0030182246808652
nn5,crossfit_seed_9119,9119,10.0,0.985557147750148,0.985557147750148
nn5,crossfit_seed_9119,9119,11.0,0.9636176449281199,0.9636176449281199
nn5,crossfit_seed_9119,9119,12.0,0.9367063310411241,0.9367063310411241
nn5,crossfit_seed_9119,9119,13.0,0.9203748460169192,0.9203748460169192
nn5,crossfit_seed_9119,9119,14.0,0.8991764938389813,0.8991764938389813
nn5,crossfit_seed_9119,9119,15.0,0.8873027585170887,0.8873027585170887
nn5,crossfit_seed_9119,9119,16.0,0.8758732499899687,0.8758732499899687
nn5,final_seed_17231,17231,1.0,1.1599926021364,0.9593966650584388
nn5,final_seed_17231,17231,2.0,1.1478114128112793,0.9597505841936383
nn5,final_seed_17231,17231,3.0,1.1237038638856676,0.9589514959426153
nn5,final_seed_17231,17231,4.0,1.0869729121526082,0.9560018872457837
nn5,final_seed_17231,17231,5.0,1.0498961077796087,0.9510033017113095
nn5,final_seed_17231,17231,6.0,1.0051928361256917,0.9448604280986483
nn5,final_seed_17231,17231,7.0,0.9696827001041837,0.933472648499504
nn5,final_seed_17231,17231,8.0,0.9417124589284261,0.9161592513795883
nn5,final_seed_17231,17231,9.0,0.9054752257135179,0.8915489438980345
nn5,final_seed_17231,17231,10.0,0.8774486581484476,0.8687957279265873
nn5,final_seed_17231,17231,11.0,0.860891494486067,0.8453006441631015
nn5,final_seed_17231,17231,12.0,0.8358315759234958,0.8087218753875248
nn5,final_seed_17231,17231,13.0,0.8179933031400045,0.7671801249186198
nn5,final_seed_17231,17231,14.0,0.8042247494061788,0.7257289583720858
nn5,final_seed_17231,17231,15.0,0.7887683908144633,0.682875497000558
nn5,final_seed_17231,17231,16.0,0.7734634942478604,0.6396256704179067
nn5,final_seed_17231,17231,17.0,0.7592628995577494,0.607841310046968
nn5,final_seed_17231,17231,18.0,0.7494729095035129,0.5870607164171007
nn5,final_seed_17231,17231,19.0,0.7404488457573785,0.5748261951264881
nn5,final_seed_17231,17231,20.0,0.7339532242880927,0.5625957912868924
nn5,final_seed_3407,3407,1.0,1.1603647735383775,0.9602371700226314
nn5,final_seed_3407,3407,2.0,1.1499836577309503,0.9603755890376984
nn5,final_seed_3407,3407,3.0,1.1308082739512126,0.9603437998938182
nn5,final_seed_3407,3407,4.0,1.0928413338131375,0.9587047516353546
nn5,final_seed_3407,3407,5.0,1.048287894990709,0.9540040757921007
nn5,final_seed_3407,3407,6.0,1.0087743865119085,0.9479028610956102
nn5,final_seed_3407,3407,7.0,0.9616793327861362,0.93719482421875
nn5,final_seed_3407,3407,8.0,0.9313286013073392,0.9208748227074033
nn5,final_seed_3407,3407,9.0,0.8973731663491991,0.8938824487110925
nn5,final_seed_3407,3407,10.0,0.8762780295477973,0.8742955525716146
nn5,final_seed_3407,3407,11.0,0.8500815232594808,0.8509718879820809
nn5,final_seed_3407,3407,12.0,0.8310061626964145,0.816101800827753
nn5,final_seed_3407,3407,13.0,0.8177002602153354,0.7765263148716518
nn5,final_seed_3407,3407,14.0,0.8037192953957452,0.7271451798696367
nn5,final_seed_3407,3407,15.0,0.7920569313897027,0.6775825742691283
nn5,final_seed_3407,3407,16.0,0.7747324705123901,0.6428176637679811
nn5,final_seed_3407,3407,17.0,0.7663081354565091,0.6098990667433966
nn5,final_seed_3407,3407,18.0,0.7559866044256423,0.5982118636842758
nn5,final_seed_3407,3407,19.0,0.7576567729314169,0.588873303125775
nn5,final_seed_3407,3407,20.0,0.7465854154692756,0.5836914304703001
nn5,final_seed_9119,9119,1.0,1.1596008804109361,0.9588988167898995
nn5,final_seed_9119,9119,2.0,1.1465180185106065,0.9587117149716332
nn5,final_seed_9119,9119,3.0,1.1204934385087755,0.9572193206302704
nn5,final_seed_9119,9119,4.0,1.0806553098890517,0.9523804679749504
nn5,final_seed_9119,9119,5.0,1.0586660040749445,0.9485958038814484
nn5,final_seed_9119,9119,6.0,1.0258983903461032,0.9466223338293651
nn5,final_seed_9119,9119,7.0,0.9901579221089681,0.9371156238374256
nn5,final_seed_9119,9119,8.0,0.9501417014333937,0.9149854145352803
nn5,final_seed_9119,9119,9.0,0.9180253744125366,0.8850872705853174
nn5,final_seed_9119,9119,10.0,0.8890765309333801,0.8630438910590278
nn5,final_seed_9119,9119,11.0,0.862886495060391,0.8377258058578249
nn5,final_seed_9119,9119,12.0,0.8492425945070055,0.802123539031498
nn5,final_seed_9119,9119,13.0,0.8316942850748698,0.7721208239358569
nn5,final_seed_9119,9119,14.0,0.8173562619421217,0.7294501047285776
nn5,final_seed_9119,9119,15.0,0.8006358014212714,0.6743455917116196
nn5,final_seed_9119,9119,16.0,0.7890681227048238,0.630232674734933
nn5,final_seed_9119,9119,17.0,0.7822496758566962,0.604940929110088
nn5,final_seed_9119,9119,18.0,0.773602737320794,0.6020229279048859
nn5,final_seed_9119,9119,19.0,0.7613725794686211,0.587457747686477
nn5,final_seed_9119,9119,20.0,0.7553105817900764,0.5778568812779018
pedestrian,crossfit_seed_17231,17231,1.0,0.9306488853913767,0.9306488853913767
pedestrian,crossfit_seed_17231,17231,2.0,0.9255178040928311,0.9255178040928311
pedestrian,crossfit_seed_17231,17231,3.0,0.9181673791673448,0.9181673791673448
pedestrian,crossfit_seed_17231,17231,4.0,0.9033638106452094,0.9033638106452094
pedestrian,crossfit_seed_17231,17231,5.0,0.8739735042607343,0.8739735042607343
pedestrian,crossfit_seed_17231,17231,6.0,0.825706938902537,0.825706938902537
pedestrian,crossfit_seed_17231,17231,7.0,0.7502316413102327,0.7502316413102327
pedestrian,crossfit_seed_17231,17231,8.0,0.6588341726197137,0.6588341726197137
pedestrian,crossfit_seed_17231,17231,9.0,0.633107997753002,0.633107997753002
pedestrian,crossfit_seed_17231,17231,10.0,0.600186789477313,0.600186789477313
pedestrian,crossfit_seed_17231,17231,11.0,0.5381980935732523,0.5381980935732523
pedestrian,crossfit_seed_17231,17231,12.0,0.4402843824139348,0.4402843824139348
pedestrian,crossfit_seed_17231,17231,13.0,0.43613008437333284,0.43613008437333284
pedestrian,crossfit_seed_17231,17231,14.0,0.47262942128711277,0.47262942128711277
pedestrian,crossfit_seed_17231,17231,15.0,0.44566416298901596,0.44566416298901596
pedestrian,crossfit_seed_17231,17231,16.0,0.40948368001867225,0.40948368001867225
pedestrian,crossfit_seed_3407,3407,1.0,0.9306853987552501,0.9306853987552501
pedestrian,crossfit_seed_3407,3407,2.0,0.9264750811788771,0.9264750811788771
pedestrian,crossfit_seed_3407,3407,3.0,0.918932643201616,0.918932643201616
pedestrian,crossfit_seed_3407,3407,4.0,0.9036344400158635,0.9036344400158635
pedestrian,crossfit_seed_3407,3407,5.0,0.8739539119932387,0.8739539119932387
pedestrian,crossfit_seed_3407,3407,6.0,0.8234385561060023,0.8234385561060023
pedestrian,crossfit_seed_3407,3407,7.0,0.7354903044524016,0.7354903044524016
pedestrian,crossfit_seed_3407,3407,8.0,0.6594853776472586,0.6594853776472586
pedestrian,crossfit_seed_3407,3407,9.0,0.6544561960079052,0.6544561960079052
pedestrian,crossfit_seed_3407,3407,10.0,0.6187149065512197,0.6187149065512197
pedestrian,crossfit_seed_3407,3407,11.0,0.5307838983005948,0.5307838983005948
pedestrian,crossfit_seed_3407,3407,12.0,0.4687951449994688,0.4687951449994688
pedestrian,crossfit_seed_3407,3407,13.0,0.4451376232835982,0.4451376232835982
pedestrian,crossfit_seed_3407,3407,14.0,0.4531679959208877,0.4531679959208877
pedestrian,crossfit_seed_3407,3407,15.0,0.427146789100435,0.427146789100435
pedestrian,crossfit_seed_3407,3407,16.0,0.3941983867574621,0.3941983867574621
pedestrian,crossfit_seed_9119,9119,1.0,0.9308670207306191,0.9308670207306191
pedestrian,crossfit_seed_9119,9119,2.0,0.9256978432337443,0.9256978432337443
pedestrian,crossfit_seed_9119,9119,3.0,0.9182053958928144,0.9182053958928144
pedestrian,crossfit_seed_9119,9119,4.0,0.9067670548403705,0.9067670548403705
pedestrian,crossfit_seed_9119,9119,5.0,0.8842402321320993,0.8842402321320993
pedestrian,crossfit_seed_9119,9119,6.0,0.8449953176357128,0.8449953176357128
pedestrian,crossfit_seed_9119,9119,7.0,0.7728482043301618,0.7728482043301618
pedestrian,crossfit_seed_9119,9119,8.0,0.6942333667366593,0.6942333667366593
pedestrian,crossfit_seed_9119,9119,9.0,0.6336604334689953,0.6336604334689953
pedestrian,crossfit_seed_9119,9119,10.0,0.6290950201175831,0.6290950201175831
pedestrian,crossfit_seed_9119,9119,11.0,0.5918935934702555,0.5918935934702555
pedestrian,crossfit_seed_9119,9119,12.0,0.5032325541531598,0.5032325541531598
pedestrian,crossfit_seed_9119,9119,13.0,0.4513961275418599,0.4513961275418599
pedestrian,crossfit_seed_9119,9119,14.0,0.4522836682973085,0.4522836682973085
pedestrian,crossfit_seed_9119,9119,15.0,0.4544634322325389,0.4544634322325389
pedestrian,crossfit_seed_9119,9119,16.0,0.4402514265643226,0.4402514265643226
pedestrian,final_seed_17231,17231,1.0,0.9515978164143033,0.9447854359944662
pedestrian,final_seed_17231,17231,2.0,0.9443736473719279,0.943878173828125
pedestrian,final_seed_17231,17231,3.0,0.9308760563532511,0.9432717782479746
pedestrian,final_seed_17231,17231,4.0,0.8966802093717787,0.9417429323549624
pedestrian,final_seed_17231,17231,5.0,0.8225129312939115,0.9365213182237413
pedestrian,final_seed_17231,17231,6.0,0.6887439555592008,0.9207906369809751
pedestrian,final_seed_17231,17231,7.0,0.6180266108777788,0.8946142549867984
pedestrian,final_seed_17231,17231,8.0,0.5227418939272562,0.8547542713306568
pedestrian,final_seed_17231,17231,9.0,0.4994099769327376,0.8047864702012804
pedestrian,final_seed_17231,17231,10.0,0.5130209459198846,0.7631948965567129
pedestrian,final_seed_17231,17231,11.0,0.47908761435084873,0.7246489348234953
pedestrian,final_seed_17231,17231,12.0,0.4567534360620711,0.6768843332926432
pedestrian,final_seed_17231,17231,13.0,0.45755854580137467,0.6151416213424118
pedestrian,final_seed_17231,17231,14.0,0.4508690569135878,0.5356095278704608
pedestrian,final_seed_17231,17231,15.0,0.44234581457244027,0.4424237145317925
pedestrian,final_seed_17231,17231,16.0,0.44973759518729317,0.4138257415206344
pedestrian,final_seed_17231,17231,17.0,0.4373341633213891,0.4273476070827908
pedestrian,final_seed_17231,17231,18.0,0.42508016692267525,0.41579981203432437
pedestrian,final_seed_17231,17231,19.0,0.4264936116006639,0.367964885852955
pedestrian,final_seed_17231,17231,20.0,0.41414429081810844,0.34404652206986036
pedestrian,final_seed_3407,3407,1.0,0.9515995383262634,0.9444062974717882
pedestrian,final_seed_3407,3407,2.0,0.9448308149973551,0.94401161758988
pedestrian,final_seed_3407,3407,3.0,0.9298854404025607,0.9433190381085431
pedestrian,final_seed_3407,3407,4.0,0.8868892987569174,0.941314838550709
pedestrian,final_seed_3407,3407,5.0,0.7884814076953464,0.9348483615451388
pedestrian,final_seed_3407,3407,6.0,0.6726410852538215,0.9166490766737196
pedestrian,final_seed_3407,3407,7.0,0.6033713287777371,0.8851294340910735
pedestrian,final_seed_3407,3407,8.0,0.5282318194707235,0.8445099724663628
pedestrian,final_seed_3407,3407,9.0,0.5341224008136325,0.8021741089997468
pedestrian,final_seed_3407,3407,10.0,0.5069602727890015,0.7668639289008247
pedestrian,final_seed_3407,3407,11.0,0.45802276333173114,0.729512956407335
pedestrian,final_seed_3407,3407,12.0,0.4578614566061232,0.6822846730550131
pedestrian,final_seed_3407,3407,13.0,0.46722042229440475,0.6252766361942997
pedestrian,final_seed_3407,3407,14.0,0.44725586308373344,0.5600648456149631
pedestrian,final_seed_3407,3407,15.0,0.43380535311169094,0.4994222852918837
pedestrian,final_seed_3407,3407,16.0,0.42456842131084865,0.4467542789600514
pedestrian,final_seed_3407,3407,17.0,0.42711612913343644,0.42742923454002096
pedestrian,final_seed_3407,3407,18.0,0.4245452748404609,0.4289688534206814
pedestrian,final_seed_3407,3407,19.0,0.41446581814024186,0.4156352855541088
pedestrian,final_seed_3407,3407,20.0,0.42407839828067356,0.38680415683322483
pedestrian,final_seed_9119,9119,1.0,0.9513722393247817,0.9433759053548177
pedestrian,final_seed_9119,9119,2.0,0.9433833161989847,0.9426877057110822
pedestrian,final_seed_9119,9119,3.0,0.9271161225106981,0.9416510970504196
pedestrian,final_seed_9119,9119,4.0,0.887810488541921,0.9391916769522207
pedestrian,final_seed_9119,9119,5.0,0.7893567482630411,0.9327239990234375
pedestrian,final_seed_9119,9119,6.0,0.7326800160937839,0.9157920413547092
pedestrian,final_seed_9119,9119,7.0,0.7127508454852634,0.8988447542543765
pedestrian,final_seed_9119,9119,8.0,0.6734864115715027,0.8912571094654225
pedestrian,final_seed_9119,9119,9.0,0.626730567879147,0.8741835135000723
pedestrian,final_seed_9119,9119,10.0,0.57499098777771,0.8247441892270688
pedestrian,final_seed_9119,9119,11.0,0.5309578511450026,0.7347061015941478
pedestrian,final_seed_9119,9119,12.0,0.5031165778636932,0.6229837912100332
pedestrian,final_seed_9119,9119,13.0,0.49898454878065324,0.5411193988941334
pedestrian,final_seed_9119,9119,14.0,0.462871253490448,0.49654904118290655
pedestrian,final_seed_9119,9119,15.0,0.44385908709632027,0.4738243950737847
pedestrian,final_seed_9119,9119,16.0,0.4425610568788316,0.4432818448102033
pedestrian,final_seed_9119,9119,17.0,0.4329962995317247,0.3911365579675745
pedestrian,final_seed_9119,9119,18.0,0.41677548819118077,0.35521758044207535
pedestrian,final_seed_9119,9119,19.0,0.4230786661307017,0.3454143382884838
pedestrian,final_seed_9119,9119,20.0,0.421761069032881,0.3383329179551866
rideshare,crossfit_seed_17231,17231,1.0,2.2376391269542553,2.2376391269542553
rideshare,crossfit_seed_17231,17231,2.0,2.217598800305967,2.217598800305967
