dataset,checkpoint,seed,epoch,train_mse,validation_mse
bitcoin,final_seed_9119,9119,13.0,0.25479399495654637,6.273895640432099
bitcoin,final_seed_9119,9119,14.0,0.24146247130853157,6.299075882523148
bitcoin,final_seed_9119,9119,15.0,0.23568583914527186,6.28695987654321
bitcoin,final_seed_9119,9119,16.0,0.2394751685637015,6.2493194203317906
fred_md,crossfit_seed_17231,17231,1.0,0.5206727341369346,0.5206727341369346
fred_md,crossfit_seed_17231,17231,2.0,0.5112985791983428,0.5112985791983428
fred_md,crossfit_seed_17231,17231,3.0,0.4936999590308578,0.4936999590308578
fred_md,crossfit_seed_17231,17231,4.0,0.4645208043080789,0.4645208043080789
fred_md,crossfit_seed_17231,17231,5.0,0.4182252751456367,0.4182252751456367
fred_md,crossfit_seed_17231,17231,6.0,0.36507080550547,0.36507080550547
fred_md,crossfit_seed_17231,17231,7.0,0.32934325050424645,0.32934325050424645
fred_md,crossfit_seed_17231,17231,8.0,0.3356594366055948,0.3356594366055948
fred_md,crossfit_seed_17231,17231,9.0,0.30430903920420893,0.30430903920420893
fred_md,crossfit_seed_17231,17231,10.0,0.2771291191931124,0.2771291191931124
fred_md,crossfit_seed_17231,17231,11.0,0.29462809253621985,0.29462809253621985
fred_md,crossfit_seed_17231,17231,12.0,0.2886664194089395,0.2886664194089395
fred_md,crossfit_seed_17231,17231,13.0,0.28536250856187606,0.28536250856187606
fred_md,crossfit_seed_17231,17231,14.0,0.2669251097573174,0.2669251097573174
fred_md,crossfit_seed_17231,17231,15.0,0.25391934039416136,0.25391934039416136
fred_md,crossfit_seed_17231,17231,16.0,0.2481401573728632,0.2481401573728632
fred_md,crossfit_seed_3407,3407,1.0,0.5223093408125418,0.5223093408125418
fred_md,crossfit_seed_3407,3407,2.0,0.5122389318766417,0.5122389318766417
fred_md,crossfit_seed_3407,3407,3.0,0.4939709073967404,0.4939709073967404
fred_md,crossfit_seed_3407,3407,4.0,0.459197238639549,0.459197238639549
fred_md,crossfit_seed_3407,3407,5.0,0.4161196638036657,0.4161196638036657
fred_md,crossfit_seed_3407,3407,6.0,0.3671016781418412,0.3671016781418412
fred_md,crossfit_seed_3407,3407,7.0,0.3359314733081394,0.3359314733081394
fred_md,crossfit_seed_3407,3407,8.0,0.3272473734837991,0.3272473734837991
fred_md,crossfit_seed_3407,3407,9.0,0.31617635598889104,0.31617635598889104
fred_md,crossfit_seed_3407,3407,10.0,0.2887430301419011,0.2887430301419011
fred_md,crossfit_seed_3407,3407,11.0,0.2951662341753642,0.2951662341753642
fred_md,crossfit_seed_3407,3407,12.0,0.29939239334177087,0.29939239334177087
fred_md,crossfit_seed_3407,3407,13.0,0.2694727381070455,0.2694727381070455
fred_md,crossfit_seed_3407,3407,14.0,0.2595361741604628,0.2595361741604628
fred_md,crossfit_seed_3407,3407,15.0,0.24837442791020428,0.24837442791020428
fred_md,crossfit_seed_3407,3407,16.0,0.24205735822518668,0.24205735822518668
fred_md,crossfit_seed_9119,9119,1.0,0.5211845746746769,0.5211845746746769
fred_md,crossfit_seed_9119,9119,2.0,0.5114982922871908,0.5114982922871908
fred_md,crossfit_seed_9119,9119,3.0,0.4916207966981111,0.4916207966981111
fred_md,crossfit_seed_9119,9119,4.0,0.4594462447696262,0.4594462447696262
fred_md,crossfit_seed_9119,9119,5.0,0.4175677178082643,0.4175677178082643
fred_md,crossfit_seed_9119,9119,6.0,0.3680452682353832,0.3680452682353832
fred_md,crossfit_seed_9119,9119,7.0,0.35161139678072045,0.35161139678072045
fred_md,crossfit_seed_9119,9119,8.0,0.3203225477978035,0.3203225477978035
fred_md,crossfit_seed_9119,9119,9.0,0.31102875537342495,0.31102875537342495
fred_md,crossfit_seed_9119,9119,10.0,0.29988472660382587,0.29988472660382587
fred_md,crossfit_seed_9119,9119,11.0,0.280380638661208,0.280380638661208
fred_md,crossfit_seed_9119,9119,12.0,0.2667865835958057,0.2667865835958057
fred_md,crossfit_seed_9119,9119,13.0,0.26476021938853794,0.26476021938853794
fred_md,crossfit_seed_9119,9119,14.0,0.2590505044769358,0.2590505044769358
fred_md,crossfit_seed_9119,9119,15.0,0.2508071385048054,0.2508071385048054
fred_md,crossfit_seed_9119,9119,16.0,0.24381905573385734,0.24381905573385734
fred_md,final_seed_17231,17231,1.0,0.4992847575081719,0.3724199577614113
fred_md,final_seed_17231,17231,2.0,0.48019034001562333,0.3680151480215567
fred_md,final_seed_17231,17231,3.0,0.43114851580725777,0.36058404710557723
fred_md,final_seed_17231,17231,4.0,0.35651689767837524,0.34507214581524887
fred_md,final_seed_17231,17231,5.0,0.30122142367892796,0.3158031039767795
fred_md,final_seed_17231,17231,6.0,0.30282805694474113,0.2928360303243001
fred_md,final_seed_17231,17231,7.0,0.26594892475340104,0.289968384636773
fred_md,final_seed_17231,17231,8.0,0.2466571248239941,0.2910634323402687
fred_md,final_seed_17231,17231,9.0,0.2396285268995497,0.27219297267772535
fred_md,final_seed_17231,17231,10.0,0.23260745737287733,0.2264715653878671
fred_md,final_seed_17231,17231,11.0,0.21587600310643515,0.1713501082526313
fred_md,final_seed_17231,17231,12.0,0.211383988459905,0.1546995728104203
fred_md,final_seed_17231,17231,13.0,0.20074769854545593,0.1659229419849537
fred_md,final_seed_17231,17231,14.0,0.20646173424190944,0.1640011292916757
fred_md,final_seed_17231,17231,15.0,0.20403057667944166,0.1380392798671016
fred_md,final_seed_17231,17231,16.0,0.20029480589760673,0.11162010828653972
fred_md,final_seed_17231,17231,17.0,0.19334554341104296,0.10345277079829464
fred_md,final_seed_17231,17231,18.0,0.1979657378461626,0.10361373866045917
fred_md,final_seed_17231,17231,19.0,0.18610861069626278,0.10491712888081868
fred_md,final_seed_17231,17231,20.0,0.18536202112833658,0.10121483272976345
fred_md,final_seed_3407,3407,1.0,0.5017595556047227,0.37442504035102
fred_md,final_seed_3407,3407,2.0,0.4820622338189019,0.36968584413881656
fred_md,final_seed_3407,3407,3.0,0.4380278123749627,0.3611570287633825
fred_md,final_seed_3407,3407,4.0,0.3586538467142317,0.3437889946831597
fred_md,final_seed_3407,3407,5.0,0.2917289733886719,0.31943709762008105
fred_md,final_seed_3407,3407,6.0,0.30534636974334717,0.2922343854550962
fred_md,final_seed_3407,3407,7.0,0.2688608434465196,0.2756140850208424
fred_md,final_seed_3407,3407,8.0,0.2568289107746548,0.27416485327261464
fred_md,final_seed_3407,3407,9.0,0.23185880647765267,0.25592694459138093
fred_md,final_seed_3407,3407,10.0,0.22158056166436937,0.20240532910382306
fred_md,final_seed_3407,3407,11.0,0.21997887889544168,0.15660856388233327
fred_md,final_seed_3407,3407,12.0,0.21706951161225638,0.16021043282968025
fred_md,final_seed_3407,3407,13.0,0.19479266140196058,0.17120509677463108
fred_md,final_seed_3407,3407,14.0,0.20675704214307997,0.15629051349781178
fred_md,final_seed_3407,3407,15.0,0.1869997282822927,0.11669892734951443
fred_md,final_seed_3407,3407,16.0,0.19534639517466226,0.10682036258556225
fred_md,final_seed_3407,3407,17.0,0.19135070509380764,0.11250697241889106
fred_md,final_seed_3407,3407,18.0,0.1808648341231876,0.11962802321822555
fred_md,final_seed_3407,3407,19.0,0.18815874225563473,0.10544828132346824
fred_md,final_seed_3407,3407,20.0,0.17384184731377494,0.10041704884281864
fred_md,final_seed_9119,9119,1.0,0.5014177527692583,0.3737367347434715
fred_md,final_seed_9119,9119,2.0,0.48492370049158734,0.3696451187133789
fred_md,final_seed_9119,9119,3.0,0.44856274790234035,0.3624184219925492
fred_md,final_seed_9119,9119,4.0,0.37868642144733006,0.3475380650273076
fred_md,final_seed_9119,9119,5.0,0.3109598358472188,0.32152585630063657
fred_md,final_seed_9119,9119,6.0,0.3023224141862657,0.2984937738489222
fred_md,final_seed_9119,9119,7.0,0.25892800754970974,0.28458913167317706
fred_md,final_seed_9119,9119,8.0,0.2367149309979545,0.27313142352634007
fred_md,final_seed_9119,9119,9.0,0.23235544727908242,0.25048828125
fred_md,final_seed_9119,9119,10.0,0.227570664551523,0.2227942148844401
fred_md,final_seed_9119,9119,11.0,0.20068726771407658,0.17492350825557001
fred_md,final_seed_9119,9119,12.0,0.20880897177590263,0.15168590898867007
fred_md,final_seed_9119,9119,13.0,0.19956952830155691,0.14928192562527126
fred_md,final_seed_9119,9119,14.0,0.19016993708080715,0.1400645927146629
fred_md,final_seed_9119,9119,15.0,0.185176788104905,0.1206872198316786
fred_md,final_seed_9119,9119,16.0,0.18215020497639975,0.11758281566478589
fred_md,final_seed_9119,9119,17.0,0.18137276503774855,0.11414231194390191
fred_md,final_seed_9119,9119,18.0,0.17845419380399916,0.10074060051529496
fred_md,final_seed_9119,9119,19.0,0.1814906977944904,0.09844753477308485
fred_md,final_seed_9119,9119,20.0,0.17023977471722496,0.09780721311216001
kdd_air,crossfit_seed_17231,17231,1.0,0.5889012151294284,0.5889012151294284
kdd_air,crossfit_seed_17231,17231,2.0,0.5865554588812368,0.5865554588812368
kdd_air,crossfit_seed_17231,17231,3.0,0.5823915258601859,0.5823915258601859
kdd_air,crossfit_seed_17231,17231,4.0,0.5729430748356713,0.5729430748356713
kdd_air,crossfit_seed_17231,17231,5.0,0.5554595070856588,0.5554595070856588
kdd_air,crossfit_seed_17231,17231,6.0,0.5204201484168017,0.5204201484168017
kdd_air,crossfit_seed_17231,17231,7.0,0.49747423662079704,0.49747423662079704
kdd_air,crossfit_seed_17231,17231,8.0,0.46169472844512377,0.46169472844512377
kdd_air,crossfit_seed_17231,17231,9.0,0.453149461083942,0.453149461083942
kdd_air,crossfit_seed_17231,17231,10.0,0.4404339072880922,0.4404339072880922
kdd_air,crossfit_seed_17231,17231,11.0,0.45022343706201623,0.45022343706201623
kdd_air,crossfit_seed_17231,17231,12.0,0.43371930718421936,0.43371930718421936
kdd_air,crossfit_seed_17231,17231,13.0,0.43186807853204234,0.43186807853204234
kdd_air,crossfit_seed_17231,17231,14.0,0.4206206092128047,0.4206206092128047
kdd_air,crossfit_seed_17231,17231,15.0,0.4220156559237727,0.4220156559237727
kdd_air,crossfit_seed_17231,17231,16.0,0.4291559634385286,0.4291559634385286
kdd_air,crossfit_seed_3407,3407,1.0,0.5886089249893471,0.5886089249893471
kdd_air,crossfit_seed_3407,3407,2.0,0.584936362725717,0.584936362725717
kdd_air,crossfit_seed_3407,3407,3.0,0.5807472334967719,0.5807472334967719
kdd_air,crossfit_seed_3407,3407,4.0,0.5718765832759716,0.5718765832759716
kdd_air,crossfit_seed_3407,3407,5.0,0.5523732790240535,0.5523732790240535
kdd_air,crossfit_seed_3407,3407,6.0,0.5229284476350855,0.5229284476350855
kdd_air,crossfit_seed_3407,3407,7.0,0.5103026606418468,0.5103026606418468
kdd_air,crossfit_seed_3407,3407,8.0,0.47411945682984813,0.47411945682984813
kdd_air,crossfit_seed_3407,3407,9.0,0.45562017074337713,0.45562017074337713
kdd_air,crossfit_seed_3407,3407,10.0,0.44982824060651994,0.44982824060651994
kdd_air,crossfit_seed_3407,3407,11.0,0.44752009488918165,0.44752009488918165
kdd_air,crossfit_seed_3407,3407,12.0,0.4295210661711516,0.4295210661711516
kdd_air,crossfit_seed_3407,3407,13.0,0.43156270738001223,0.43156270738001223
kdd_air,crossfit_seed_3407,3407,14.0,0.4251866936683655,0.4251866936683655
kdd_air,crossfit_seed_3407,3407,15.0,0.42239797446462846,0.42239797446462846
kdd_air,crossfit_seed_3407,3407,16.0,0.4229079893341771,0.4229079893341771
kdd_air,crossfit_seed_9119,9119,1.0,0.5883757759023596,0.5883757759023596
kdd_air,crossfit_seed_9119,9119,2.0,0.5851041961599279,0.5851041961599279
kdd_air,crossfit_seed_9119,9119,3.0,0.5794052614106072,0.5794052614106072
kdd_air,crossfit_seed_9119,9119,4.0,0.5682796548914026,0.5682796548914026
kdd_air,crossfit_seed_9119,9119,5.0,0.5485512636325978,0.5485512636325978
kdd_air,crossfit_seed_9119,9119,6.0,0.521181603272756,0.521181603272756
kdd_air,crossfit_seed_9119,9119,7.0,0.49579622017012703,0.49579622017012703
kdd_air,crossfit_seed_9119,9119,8.0,0.4653493850319474,0.4653493850319474
kdd_air,crossfit_seed_9119,9119,9.0,0.4535858288959221,0.4535858288959221
kdd_air,crossfit_seed_9119,9119,10.0,0.43875618113411796,0.43875618113411796
kdd_air,crossfit_seed_9119,9119,11.0,0.43783423746073685,0.43783423746073685
kdd_air,crossfit_seed_9119,9119,12.0,0.43222863916997556,0.43222863916997556
kdd_air,crossfit_seed_9119,9119,13.0,0.4259960684511397,0.4259960684511397
kdd_air,crossfit_seed_9119,9119,14.0,0.4302757040218071,0.4302757040218071
kdd_air,crossfit_seed_9119,9119,15.0,0.42192443984526173,0.42192443984526173
kdd_air,crossfit_seed_9119,9119,16.0,0.4220456944571601,0.4220456944571601
kdd_air,final_seed_17231,17231,1.0,0.8113545510503981,0.48213273507577403
kdd_air,final_seed_17231,17231,2.0,0.7986025214195251,0.4833279009218569
kdd_air,final_seed_17231,17231,3.0,0.7630649904410044,0.484684979474103
kdd_air,final_seed_17231,17231,4.0,0.6867918438381619,0.4872026796694155
kdd_air,final_seed_17231,17231,5.0,0.5600471761491563,0.49039409778736254
kdd_air,final_seed_3407,3407,1.0,0.8119682470957438,0.4810995878996672
kdd_air,final_seed_3407,3407,2.0,0.8028149472342597,0.4818962944878472
kdd_air,final_seed_3407,3407,3.0,0.7775500814119974,0.4829778318051939
kdd_air,final_seed_3407,3407,4.0,0.7139657305346595,0.48504560965078847
kdd_air,final_seed_3407,3407,5.0,0.5728333989779154,0.48828404038040724
kdd_air,final_seed_9119,9119,1.0,0.8112565279006958,0.4819243042557328
kdd_air,final_seed_9119,9119,2.0,0.8007249434789022,0.48266318992332174
kdd_air,final_seed_9119,9119,3.0,0.7816150585810343,0.4836854581479673
kdd_air,final_seed_9119,9119,4.0,0.7257440752453275,0.48570226739954064
kdd_air,final_seed_9119,9119,5.0,0.578452467918396,0.4889868277090567
m4_hourly,crossfit_seed_17231,17231,1.0,0.9615788084489328,0.9615788084489328
m4_hourly,crossfit_seed_17231,17231,2.0,0.9550838006867303,0.9550838006867303
m4_hourly,crossfit_seed_17231,17231,3.0,0.9411337022428159,0.9411337022428159
m4_hourly,crossfit_seed_17231,17231,4.0,0.9101851339693423,0.9101851339693423
m4_hourly,crossfit_seed_17231,17231,5.0,0.8587742359549911,0.8587742359549911
m4_hourly,crossfit_seed_17231,17231,6.0,0.8021203544404771,0.8021203544404771
m4_hourly,crossfit_seed_17231,17231,7.0,0.7590442917965077,0.7590442917965077
m4_hourly,crossfit_seed_17231,17231,8.0,0.709287025310375,0.709287025310375
m4_hourly,crossfit_seed_17231,17231,9.0,0.6385725184723183,0.6385725184723183
m4_hourly,crossfit_seed_17231,17231,10.0,0.5908617112371657,0.5908617112371657
m4_hourly,crossfit_seed_17231,17231,11.0,0.6108094652493795,0.6108094652493795
m4_hourly,crossfit_seed_17231,17231,12.0,0.5912396333835743,0.5912396333835743
m4_hourly,crossfit_seed_17231,17231,13.0,0.582588979491481,0.582588979491481
m4_hourly,crossfit_seed_17231,17231,14.0,0.5769672747011538,0.5769672747011538
m4_hourly,crossfit_seed_17231,17231,15.0,0.564051385279055,0.564051385279055
m4_hourly,crossfit_seed_17231,17231,16.0,0.5684096923580876,0.5684096923580876
m4_hourly,crossfit_seed_3407,3407,1.0,0.9623112523997271,0.9623112523997271
m4_hourly,crossfit_seed_3407,3407,2.0,0.9569740604471277,0.9569740604471277
m4_hourly,crossfit_seed_3407,3407,3.0,0.9440987286744295,0.9440987286744295
m4_hourly,crossfit_seed_3407,3407,4.0,0.9170348070285939,0.9170348070285939
m4_hourly,crossfit_seed_3407,3407,5.0,0.8680356829254715,0.8680356829254715
m4_hourly,crossfit_seed_3407,3407,6.0,0.8094390034675598,0.8094390034675598
m4_hourly,crossfit_seed_3407,3407,7.0,0.7479864403053567,0.7479864403053567
m4_hourly,crossfit_seed_3407,3407,8.0,0.6936825734597666,0.6936825734597666
m4_hourly,crossfit_seed_3407,3407,9.0,0.6257138119803535,0.6257138119803535
m4_hourly,crossfit_seed_3407,3407,10.0,0.5997600047676651,0.5997600047676651
m4_hourly,crossfit_seed_3407,3407,11.0,0.6233027820233945,0.6233027820233945
m4_hourly,crossfit_seed_3407,3407,12.0,0.5796721710099114,0.5796721710099114
m4_hourly,crossfit_seed_3407,3407,13.0,0.5773944898887917,0.5773944898887917
m4_hourly,crossfit_seed_3407,3407,14.0,0.5671096907721626,0.5671096907721626
m4_hourly,crossfit_seed_3407,3407,15.0,0.5679354380678248,0.5679354380678248
m4_hourly,crossfit_seed_3407,3407,16.0,0.5528646663383201,0.5528646663383201
m4_hourly,crossfit_seed_9119,9119,1.0,0.960782198994248,0.960782198994248
m4_hourly,crossfit_seed_9119,9119,2.0,0.9524455048419811,0.9524455048419811
m4_hourly,crossfit_seed_9119,9119,3.0,0.9320578288148951,0.9320578288148951
m4_hourly,crossfit_seed_9119,9119,4.0,0.8959642405863162,0.8959642405863162
m4_hourly,crossfit_seed_9119,9119,5.0,0.842942663916835,0.842942663916835
m4_hourly,crossfit_seed_9119,9119,6.0,0.790419962671068,0.790419962671068
m4_hourly,crossfit_seed_9119,9119,7.0,0.7467004171124211,0.7467004171124211
m4_hourly,crossfit_seed_9119,9119,8.0,0.7002682619624667,0.7002682619624667
m4_hourly,crossfit_seed_9119,9119,9.0,0.6361022061771817,0.6361022061771817
m4_hourly,crossfit_seed_9119,9119,10.0,0.5926548021811026,0.5926548021811026
m4_hourly,crossfit_seed_9119,9119,11.0,0.5912006585686295,0.5912006585686295
m4_hourly,crossfit_seed_9119,9119,12.0,0.5930255320337083,0.5930255320337083
m4_hourly,crossfit_seed_9119,9119,13.0,0.5648955482023733,0.5648955482023733
m4_hourly,crossfit_seed_9119,9119,14.0,0.5505675828015363,0.5505675828015363
m4_hourly,crossfit_seed_9119,9119,15.0,0.551465736495124,0.551465736495124
m4_hourly,crossfit_seed_9119,9119,16.0,0.5319027922771595,0.5319027922771595
m4_hourly,final_seed_17231,17231,1.0,1.0147574212816026,1.0120053467927155
m4_hourly,final_seed_17231,17231,2.0,1.008036004172431,1.0118212523283783
m4_hourly,final_seed_17231,17231,3.0,0.9946457015143501,1.0122754132306133
m4_hourly,final_seed_17231,17231,4.0,0.9570447007815043,1.0126596380163122
m4_hourly,final_seed_17231,17231,5.0,0.8689625528123643,1.0100116023310908
m4_hourly,final_seed_17231,17231,6.0,0.7783399687872993,0.9983483067265263
m4_hourly,final_seed_17231,17231,7.0,0.7357716030544705,0.9793841044108073
m4_hourly,final_seed_17231,17231,8.0,0.6240000989702013,0.9515432428430628
m4_hourly,final_seed_17231,17231,9.0,0.5722343789206611,0.8964669969346788
m4_hourly,final_seed_17231,17231,10.0,0.5522057347827487,0.8384304046630859
m4_hourly,final_seed_17231,17231,11.0,0.5360767311520047,0.7802747090657552
m4_hourly,final_seed_17231,17231,12.0,0.5267197688420614,0.7416138119167752
m4_hourly,final_seed_17231,17231,13.0,0.5083827972412109,0.7101982964409722
m4_hourly,final_seed_17231,17231,14.0,0.49312084913253784,0.6654835453739872
m4_hourly,final_seed_17231,17231,15.0,0.5029362572564019,0.6073023478190104
m4_hourly,final_seed_17231,17231,16.0,0.47977177302042645,0.5595219223587601
m4_hourly,final_seed_17231,17231,17.0,0.4783916738298204,0.5249744697853371
m4_hourly,final_seed_17231,17231,18.0,0.47191155950228375,0.4797752521656178
m4_hourly,final_seed_17231,17231,19.0,0.465021272500356,0.4417344905711986
m4_hourly,final_seed_17231,17231,20.0,0.46582432587941486,0.4427078741568106
m4_hourly,final_seed_3407,3407,1.0,1.0161248710420396,1.010901274504485
m4_hourly,final_seed_3407,3407,2.0,1.0099983943833246,1.0107220543755426
m4_hourly,final_seed_3407,3407,3.0,0.9995490047666762,1.010118908352322
m4_hourly,final_seed_3407,3407,4.0,0.9699898163477579,1.0088975694444444
m4_hourly,final_seed_3407,3407,5.0,0.8957837820053101,1.0054668143943504
m4_hourly,final_seed_3407,3407,6.0,0.7821932567490472,0.993483649359809
m4_hourly,final_seed_3407,3407,7.0,0.6581862966219584,0.9613565515588831
m4_hourly,final_seed_3407,3407,8.0,0.5846571127573649,0.906688407615379
m4_hourly,final_seed_3407,3407,9.0,0.5841438968976339,0.8565603892008463
m4_hourly,final_seed_3407,3407,10.0,0.544395367304484,0.825968000623915
m4_hourly,final_seed_3407,3407,11.0,0.510157995753818,0.8085954454210069
m4_hourly,final_seed_3407,3407,12.0,0.522507005267673,0.7786519085919416
m4_hourly,final_seed_3407,3407,13.0,0.5123174124293857,0.7030242637351707
m4_hourly,final_seed_3407,3407,14.0,0.49428096744749284,0.6047585805257162
