dataset,method,series,origin,weighted_quantile_loss,coverage_80,normalized_width_80
m4_weekly,chronos,18,1375,0.15395171428338075,1.0,1.5384990985576923
m4_weekly,chronos,19,1228,0.9086992630591758,0.3076923076923077,2.9399038461538463
m4_weekly,chronos,19,1249,0.8681535757504978,1.0,6.136418269230769
m4_weekly,chronos,19,1270,0.5947583504212208,1.0,5.467548076923077
m4_weekly,chronos,19,1291,0.9567297330269449,0.6153846153846154,3.191105769230769
m4_weekly,chronos,19,1312,0.9126148419502453,0.8461538461538461,3.8834134615384617
m4_weekly,chronos,19,1333,0.8586610910220023,0.5384615384615384,3.1177884615384617
m4_weekly,chronos,19,1354,0.6686144663737371,0.9230769230769231,3.746394230769231
m4_weekly,chronos,19,1375,0.40467743934729167,0.9230769230769231,2.962139423076923
m4_weekly,chronos,20,1260,0.1605399694198217,0.6153846153846154,0.7211538461538461
m4_weekly,chronos,20,1282,0.06726275223952073,1.0,0.5576923076923077
m4_weekly,chronos,20,1303,0.10996982867901142,0.6923076923076923,0.3173076923076923
m4_weekly,chronos,20,1325,0.07482904287484976,0.8461538461538461,0.44711538461538464
m4_weekly,chronos,20,1347,0.05603731106489132,0.6153846153846154,0.28365384615384615
m4_weekly,chronos,20,1369,0.18998281038724457,0.15384615384615385,0.2932692307692308
m4_weekly,chronos,20,1390,0.07855171790489782,0.9230769230769231,0.49038461538461536
m4_weekly,chronos,20,1412,0.056587453988882215,0.9230769230769231,0.35096153846153844
m4_weekly,chronos,21,720,0.24715712131598058,0.0,0.28846153846153844
m4_weekly,chronos,21,732,0.5099384405674078,0.23076923076923078,0.2692307692307692
m4_weekly,chronos,21,743,0.25059521993001305,0.6153846153846154,1.0865384615384615
m4_weekly,chronos,21,755,0.11462533412835538,1.0,1.0480769230769231
m4_weekly,chronos,21,766,0.22019296303773542,0.3076923076923077,0.5096153846153846
m4_weekly,chronos,21,778,0.08113003266163361,0.8461538461538461,0.46153846153846156
m4_weekly,chronos,21,789,0.06798006693522136,1.0,0.6346153846153846
m4_weekly,chronos,21,801,0.3981772985213842,0.15384615384615385,0.36538461538461536
m4_weekly,chronos,22,1745,0.051010486407157704,1.0,0.49278846153846156
m4_weekly,chronos,22,1776,0.08075958154140374,1.0,0.5600961538461539
m4_weekly,chronos,22,1807,0.20495502276298327,0.23076923076923078,0.5120192307692307
m4_weekly,chronos,22,1838,0.09959672292073567,1.0,0.5673076923076923
m4_weekly,chronos,22,1868,0.55795957614214,0.46153846153846156,1.2451923076923077
m4_weekly,chronos,22,1899,0.2859152720524714,0.15384615384615385,0.3798076923076923
m4_weekly,chronos,22,1930,0.06101261530167015,0.7692307692307693,0.2692307692307692
m4_weekly,chronos,22,1961,0.06638413453713443,0.46153846153846156,0.27884615384615385
m4_weekly,chronos,23,1260,0.06266770240588065,0.6153846153846154,0.27884615384615385
m4_weekly,chronos,23,1282,0.12840099701514612,0.46153846153846156,0.3894230769230769
m4_weekly,chronos,23,1303,0.12926577788132887,0.23076923076923078,0.38341346153846156
m4_weekly,chronos,23,1325,0.05413417327098358,1.0,0.4807692307692308
m4_weekly,chronos,23,1347,0.07549940011440179,0.9230769230769231,0.39663461538461536
m4_weekly,chronos,23,1369,0.04583235276051057,1.0,0.38461538461538464
m4_weekly,chronos,23,1390,0.10803324136978543,0.46153846153846156,0.3605769230769231
m4_weekly,chronos,23,1412,0.06922438939412434,1.0,0.6081730769230769
tourism_monthly,chronos,0,254,0.4108291450473997,0.7916666666666666,2.5602213541666665
tourism_monthly,chronos,0,255,0.4174027406507068,0.875,2.6282552083333335
tourism_monthly,chronos,0,256,0.4671836317413383,0.875,2.7734375
tourism_monthly,chronos,0,257,0.5108282263080279,0.625,2.3977864583333335
tourism_monthly,chronos,0,259,0.5636162700752416,0.5833333333333334,2.4703776041666665
tourism_monthly,chronos,0,260,0.5299422597719564,0.7083333333333334,2.466796875
tourism_monthly,chronos,0,261,0.49039213053054287,0.7916666666666666,2.4900716145833335
tourism_monthly,chronos,0,262,0.5337971133490403,0.6666666666666666,2.3798828125
tourism_monthly,chronos,1,254,0.3224639214885731,1.0,2.0299886067708335
tourism_monthly,chronos,1,255,0.33504666266962885,1.0,2.0223795572916665
tourism_monthly,chronos,1,256,0.3201975970942941,0.9583333333333334,2.0294189453125
tourism_monthly,chronos,1,257,0.3144541633677565,0.9166666666666666,1.7865193684895833
tourism_monthly,chronos,1,259,0.31296856395589806,0.9583333333333334,1.9905802408854167
tourism_monthly,chronos,1,260,0.30578129946047233,0.9583333333333334,2.0541178385416665
tourism_monthly,chronos,1,261,0.3072068768708656,1.0,2.1501261393229165
tourism_monthly,chronos,1,262,0.28209439379990925,0.9583333333333334,1.86627197265625
tourism_monthly,chronos,2,251,5.2116181400087145,0.4583333333333333,9.465006510416666
tourism_monthly,chronos,2,252,5.774710749255287,0.2916666666666667,8.783854166666666
tourism_monthly,chronos,2,253,6.015868220064375,0.25,8.860677083333334
tourism_monthly,chronos,2,254,5.57481901248296,0.2916666666666667,9.575846354166666
tourism_monthly,chronos,2,256,6.007076879342397,0.16666666666666666,8.194986979166666
tourism_monthly,chronos,2,257,6.038975607024299,0.20833333333333334,7.748046875
tourism_monthly,chronos,2,258,5.998252455393473,0.20833333333333334,7.630859375
tourism_monthly,chronos,2,259,5.044656517770555,0.4166666666666667,9.372721354166666
tourism_monthly,chronos,3,254,0.9137575475421423,0.75,3.6653645833333335
tourism_monthly,chronos,3,255,0.9365514841887893,0.6666666666666666,3.1608072916666665
tourism_monthly,chronos,3,256,0.9217870671586651,0.625,3.2683919270833335
tourism_monthly,chronos,3,257,0.9293212914916995,0.5833333333333334,3.3013509114583335
tourism_monthly,chronos,3,259,0.9278141786111517,0.6666666666666666,4.617757161458333
tourism_monthly,chronos,3,260,0.9361693361023854,0.625,4.128092447916667
tourism_monthly,chronos,3,261,0.9040276727199347,0.8333333333333334,4.189290364583333
tourism_monthly,chronos,3,262,0.9151437488979557,0.7916666666666666,4.389811197916667
tourism_monthly,chronos,4,251,1.743931848473019,0.75,10.298177083333334
tourism_monthly,chronos,4,252,1.6242762287457784,0.875,10.489583333333334
tourism_monthly,chronos,4,253,1.6983249889479741,0.875,10.928385416666666
tourism_monthly,chronos,4,254,1.7058684945106504,0.8333333333333334,10.12890625
tourism_monthly,chronos,4,256,1.7222335192892284,0.8333333333333334,9.725260416666666
tourism_monthly,chronos,4,257,1.8911818504333497,0.7916666666666666,10.108072916666666
tourism_monthly,chronos,4,258,2.041914888885286,0.75,10.513020833333334
tourism_monthly,chronos,4,259,1.9936815122763312,0.7916666666666666,10.682291666666666
tourism_monthly,chronos,5,251,0.3506860302554236,0.9583333333333334,2.4934895833333335
tourism_monthly,chronos,5,252,0.3895409312513139,1.0,3.3079427083333335
tourism_monthly,chronos,5,253,0.3675806184609731,1.0,3.08203125
tourism_monthly,chronos,5,254,0.3604059676329295,1.0,2.8216145833333335
tourism_monthly,chronos,5,256,0.3688702179325951,1.0,2.876953125
tourism_monthly,chronos,5,257,0.397593480348587,0.875,2.541015625
tourism_monthly,chronos,5,258,0.39576663043763904,0.875,2.4264322916666665
tourism_monthly,chronos,5,259,0.37984765105777313,0.8333333333333334,2.0983072916666665
tourism_monthly,chronos,6,254,2.8387434032228263,0.3333333333333333,4.400309244791667
tourism_monthly,chronos,6,255,2.818920119603475,0.4166666666666667,4.55712890625
tourism_monthly,chronos,6,256,2.5814140147633022,0.4583333333333333,4.8427734375
tourism_monthly,chronos,6,257,2.3085717611842687,0.5416666666666666,5.72705078125
tourism_monthly,chronos,6,259,2.6670646429061886,0.4166666666666667,5.461588541666667
tourism_monthly,chronos,6,260,2.974574863910675,0.3333333333333333,4.87548828125
tourism_monthly,chronos,6,261,3.419476097159916,0.2916666666666667,3.7600911458333335
tourism_monthly,chronos,6,262,3.732435402605269,0.25,3.6944986979166665
tourism_monthly,chronos,7,251,8.445762938923306,0.4166666666666667,9.637044270833334
tourism_monthly,chronos,7,252,9.260577828354306,0.3333333333333333,6.247395833333333
tourism_monthly,chronos,7,253,7.58513235118654,0.5416666666666666,11.144856770833334
tourism_monthly,chronos,7,254,7.344549678431617,0.5416666666666666,11.802734375
tourism_monthly,chronos,7,256,7.882093422942692,0.5416666666666666,10.437825520833334
tourism_monthly,chronos,7,257,8.06680557264222,0.5,9.1484375
tourism_monthly,chronos,7,258,8.100946062140995,0.5,9.267578125
tourism_monthly,chronos,7,259,4.9246629370583435,0.7916666666666666,17.248697916666668
tourism_monthly,chronos,8,251,1.909803012675709,0.8333333333333334,6.583333333333333
tourism_monthly,chronos,8,252,1.9006599995825024,0.8333333333333334,6.656575520833333
tourism_monthly,chronos,8,253,1.918264193667306,0.8333333333333334,6.719563802083333
tourism_monthly,chronos,8,254,2.0153655482663044,0.75,6.91796875
tourism_monthly,chronos,8,256,2.0021913455592264,0.8333333333333334,6.96435546875
tourism_monthly,chronos,8,257,2.008368986182743,0.7916666666666666,6.66650390625
tourism_monthly,chronos,8,258,1.9839798751804563,0.7916666666666666,6.208658854166667
tourism_monthly,chronos,8,259,1.8352324164576,0.8333333333333334,7.708821614583333
tourism_monthly,chronos,9,251,3.6363159365124176,0.6666666666666666,11.630533854166666
tourism_monthly,chronos,9,252,3.7148592008484735,0.5833333333333334,10.485026041666666
tourism_monthly,chronos,9,253,3.3539896263016593,0.75,12.189453125
tourism_monthly,chronos,9,254,3.7091115699874027,0.7083333333333334,12.2529296875
tourism_monthly,chronos,9,256,3.482173015011681,0.6666666666666666,11.574869791666666
tourism_monthly,chronos,9,257,3.8112392571237357,0.5833333333333334,9.366536458333334
tourism_monthly,chronos,9,258,3.616878961192237,0.5833333333333334,9.613932291666666
tourism_monthly,chronos,9,259,2.860413926177555,0.8333333333333334,12.461588541666666
tourism_monthly,chronos,10,251,1.3221321893235047,0.875,8.474609375
tourism_monthly,chronos,10,252,1.407091774460342,0.9166666666666666,9.6826171875
tourism_monthly,chronos,10,253,1.3509823215504486,0.875,9.116536458333334
tourism_monthly,chronos,10,254,1.2655004242228136,0.8333333333333334,7.908528645833333
tourism_monthly,chronos,10,256,1.3495080483456452,0.7916666666666666,7.454427083333333
tourism_monthly,chronos,10,257,1.3726341160635152,0.8333333333333334,7.842122395833333
tourism_monthly,chronos,10,258,1.3424894438021713,0.8333333333333334,7.885416666666667
tourism_monthly,chronos,10,259,1.2894554640683862,0.8333333333333334,7.277994791666667
tourism_monthly,chronos,11,251,0.6646994094053904,0.8333333333333334,4.439127604166667
tourism_monthly,chronos,11,252,0.6551341513792673,1.0,5.634765625
tourism_monthly,chronos,11,253,0.7163066181871626,0.9583333333333334,5.688151041666667
tourism_monthly,chronos,11,254,0.6926440576712289,0.9583333333333334,5.317057291666667
tourism_monthly,chronos,11,256,0.852762472629547,0.9166666666666666,5.794596354166667
tourism_monthly,chronos,11,257,0.8055717666943867,0.875,4.871744791666667
tourism_monthly,chronos,11,258,0.9428238954808976,0.625,4.569010416666667
tourism_monthly,chronos,11,259,0.8010182321071624,0.5833333333333334,3.6692708333333335
tourism_monthly,chronos,12,254,0.5938189888993899,1.0,4.78021240234375
tourism_monthly,chronos,12,255,0.5476513711942567,1.0,4.3526458740234375
tourism_monthly,chronos,12,256,0.512552463180489,0.9583333333333334,3.751592000325521
tourism_monthly,chronos,12,257,0.5107598404089609,0.9583333333333334,3.6367925008138022
tourism_monthly,chronos,12,259,0.48835081789228657,1.0,3.897944132486979
tourism_monthly,chronos,12,260,0.5358980963627498,1.0,4.237284342447917
tourism_monthly,chronos,12,261,0.5922849920060899,1.0,4.401612599690755
tourism_monthly,chronos,12,262,0.791465648346477,0.9166666666666666,5.382486979166667
tourism_monthly,chronos,13,254,1.1656014495425753,0.875,8.20703125
tourism_monthly,chronos,13,255,1.1448270877202351,0.875,7.643229166666667
tourism_monthly,chronos,13,256,1.164742432700263,0.9166666666666666,8.388020833333334
tourism_monthly,chronos,13,257,1.143083604839113,0.9166666666666666,7.785807291666667
tourism_monthly,chronos,13,259,1.0870279795593687,0.9583333333333334,7.736979166666667
tourism_monthly,chronos,13,260,1.0345217022630904,1.0,8.336588541666666
tourism_monthly,chronos,13,261,1.0730865279833475,1.0,8.233723958333334
tourism_monthly,chronos,13,262,1.1650849113861719,0.9583333333333334,8.360677083333334
tourism_monthly,chronos,14,251,0.47541893447438865,0.7083333333333334,2.13031005859375
tourism_monthly,chronos,14,252,0.4091241809229056,0.9166666666666666,2.6380818684895835
tourism_monthly,chronos,14,253,0.4436014961037371,0.75,2.274627685546875
tourism_monthly,chronos,14,254,0.3997366891139083,0.9166666666666666,2.4536844889322915
tourism_monthly,chronos,14,256,0.36018304982119137,0.9166666666666666,2.46826171875
tourism_monthly,chronos,14,257,0.3576301723718643,0.875,2.2614949544270835
tourism_monthly,chronos,14,258,0.35885263085365293,0.8333333333333334,2.0991109212239585
tourism_monthly,chronos,14,259,0.34819065266185334,0.9166666666666666,2.154022216796875
tourism_monthly,chronos,15,254,0.7400112650460667,0.9166666666666666,4.806681315104167
tourism_monthly,chronos,15,255,0.6778313804003928,0.9583333333333334,4.63702392578125
tourism_monthly,chronos,15,256,0.6447094356020292,0.9583333333333334,4.717814127604167
tourism_monthly,chronos,15,257,0.7598585709929465,0.9583333333333334,5.46051025390625
tourism_monthly,chronos,15,259,0.6747174849112828,0.9583333333333334,5.012339909871419
tourism_monthly,chronos,15,260,0.7185358266035715,0.9166666666666666,5.0888671875
tourism_monthly,chronos,15,261,0.6771995743115743,0.9166666666666666,4.864013671875
tourism_monthly,chronos,15,262,0.7016028182374106,0.875,4.742024739583333
tourism_monthly,chronos,16,254,0.9545882413784663,0.9166666666666666,6.193359375
tourism_monthly,chronos,16,255,0.8892741094032925,0.9583333333333334,7.393229166666667
tourism_monthly,chronos,16,256,0.9048618167638778,0.875,6.791015625
tourism_monthly,chronos,16,257,0.974644724196858,0.9166666666666666,7.998372395833333
tourism_monthly,chronos,16,259,0.9383482572105195,0.875,6.88671875
tourism_monthly,chronos,16,260,0.9531053990125655,0.8333333333333334,6.992838541666667
tourism_monthly,chronos,16,261,0.8877105941375096,0.875,6.635416666666667
tourism_monthly,chronos,16,262,0.8773116009102927,0.875,6.49609375
tourism_monthly,chronos,17,254,1.1677020947138468,0.8333333333333334,5.8487548828125
tourism_monthly,chronos,17,255,1.1458377877871195,0.7916666666666666,5.017740885416667
tourism_monthly,chronos,17,256,1.144391060537762,0.7916666666666666,4.77197265625
tourism_monthly,chronos,17,257,1.211464063326518,0.75,4.115559895833333
tourism_monthly,chronos,17,259,1.0062703761789533,0.8333333333333334,4.446858723958333
tourism_monthly,chronos,17,260,0.9945745415157741,0.7916666666666666,4.44140625
tourism_monthly,chronos,17,261,1.1941270569960276,0.625,4.169759114583333
tourism_monthly,chronos,17,262,1.1824815650780998,0.7083333333333334,4.405598958333333
tourism_monthly,chronos,18,251,1.193864804175165,0.9583333333333334,8.129069010416666
tourism_monthly,chronos,18,252,0.9210932529634898,1.0,6.774251302083333
tourism_monthly,chronos,18,253,0.9022783401939605,0.875,5.375651041666667
tourism_monthly,chronos,18,254,0.9513453698820535,0.9166666666666666,6.021158854166667
tourism_monthly,chronos,18,256,0.8980093051989874,0.8333333333333334,5.536295572916667
tourism_monthly,chronos,18,257,0.8231684813896815,0.9166666666666666,5.2392578125
tourism_monthly,chronos,18,258,0.8257209221522014,0.9166666666666666,5.529947916666667
tourism_monthly,chronos,18,259,0.806533416112264,0.8333333333333334,5.9130859375
tourism_monthly,chronos,19,254,1.0215247121122148,0.875,5.863728841145833
tourism_monthly,chronos,19,255,1.0241260733869342,0.875,6.023193359375
tourism_monthly,chronos,19,256,1.0592723892794715,0.875,6.1696523030598955
tourism_monthly,chronos,19,257,1.0385496646165846,0.875,5.980611165364583
tourism_monthly,chronos,19,259,1.0241063068310419,0.875,6.342854817708333
tourism_monthly,chronos,19,260,1.0290602034992642,0.8333333333333334,5.710367838541667
tourism_monthly,chronos,19,261,1.0501405997408761,0.7916666666666666,5.097981770833333
tourism_monthly,chronos,19,262,1.128300623430146,0.75,5.387451171875
tourism_monthly,chronos,20,254,0.6029872504373391,0.8333333333333334,3.2467854817708335
tourism_monthly,chronos,20,255,0.6809131573471758,0.75,3.0405680338541665
tourism_monthly,chronos,20,256,0.7504388763672777,0.6666666666666666,3.53680419921875
tourism_monthly,chronos,20,257,0.631474054025279,0.6666666666666666,2.8701985677083335
tourism_monthly,chronos,20,259,0.5857892056306203,0.7083333333333334,2.7510274251302085
tourism_monthly,chronos,20,260,0.5786363505654865,0.75,3.2069549560546875
tourism_monthly,chronos,20,261,0.5450606795648734,0.875,3.2962061564127603
tourism_monthly,chronos,20,262,0.5415612710018952,0.875,3.6788838704427085
tourism_monthly,chronos,21,254,0.5555319044325088,0.7916666666666666,2.6809895833333335
tourism_monthly,chronos,21,255,0.5371817933188545,0.7916666666666666,2.5572916666666665
tourism_monthly,chronos,21,256,0.46645000179608664,0.8333333333333334,2.6490885416666665
tourism_monthly,chronos,21,257,0.4962729963991378,0.7916666666666666,2.3025716145833335
tourism_monthly,chronos,21,259,0.43337803648577794,0.875,2.2972005208333335
tourism_monthly,chronos,21,260,0.4217918518516752,0.875,2.4303385416666665
tourism_monthly,chronos,21,261,0.4631874663962258,0.8333333333333334,2.3115234375
tourism_monthly,chronos,21,262,0.4787927312983407,0.8333333333333334,2.2112630208333335
tourism_monthly,chronos,22,254,6.91646756331126,0.75,26.779947916666668
tourism_monthly,chronos,22,255,10.614123588138158,0.2916666666666667,19.331380208333332
tourism_monthly,chronos,22,256,9.008038764529758,0.375,20.669270833333332
tourism_monthly,chronos,22,257,8.896917984220716,0.375,20.2265625
tourism_monthly,chronos,22,259,6.666935952504476,0.7083333333333334,25.79296875
tourism_monthly,chronos,22,260,8.182092677222357,0.5833333333333334,23.197265625
tourism_monthly,chronos,22,261,8.306371238496569,0.5,22.897135416666668
tourism_monthly,chronos,22,262,9.613541078567504,0.4166666666666667,21.28125
tourism_monthly,chronos,23,254,0.8616879830033413,0.8333333333333334,5.719707330067952
tourism_monthly,chronos,23,255,0.7476908658631145,0.9166666666666666,5.229545593261719
tourism_monthly,chronos,23,256,0.6764485897806783,1.0,4.9216156005859375
tourism_monthly,chronos,23,257,0.6761734160801603,0.9583333333333334,4.7918548583984375
tourism_monthly,chronos,23,259,0.703868259727541,0.7916666666666666,4.716091156005859
tourism_monthly,chronos,23,260,0.7313755065720113,0.9166666666666666,5.183427174886067
tourism_monthly,chronos,23,261,0.740975070837885,0.9166666666666666,5.316304524739583
tourism_monthly,chronos,23,262,0.7276171199666958,0.9166666666666666,5.363097031911214
bitcoin,chronos,0,3475,0.2173586622873942,0.9333333333333333,1.5901041666666667
bitcoin,chronos,0,3536,0.27921561241149906,0.7333333333333333,1.2979166666666666
bitcoin,chronos,0,3597,0.45047641542222766,0.6666666666666666,1.746875
bitcoin,chronos,0,3658,0.4966015413072374,0.8333333333333334,2.533333333333333
bitcoin,chronos,0,3718,1.5672515137990315,0.23333333333333334,3.5322916666666666
bitcoin,chronos,0,3779,0.5122328334384494,1.0,4.239583333333333
bitcoin,chronos,0,3840,0.49792767100863977,0.7333333333333333,2.9791666666666665
bitcoin,chronos,0,3901,0.2966784222920736,0.9666666666666667,2.214583333333333
bitcoin,chronos,1,3477,0.36729995833502876,0.7666666666666667,1.4651041666666667
bitcoin,chronos,1,3538,0.25974807527330185,0.8666666666666667,1.4510416666666666
bitcoin,chronos,1,3599,0.46760418044196234,0.26666666666666666,1.1604166666666667
bitcoin,chronos,1,3660,0.20151135656568736,0.9666666666666667,1.7604166666666667
bitcoin,chronos,1,3721,0.2565335941314697,0.9,1.3729166666666666
bitcoin,chronos,1,3782,0.41199591106838646,0.8333333333333334,2.5072916666666667
bitcoin,chronos,1,3843,0.3818781142764622,0.9333333333333333,2.5239583333333333
bitcoin,chronos,1,3904,0.2799365054236518,0.9666666666666667,1.8447916666666666
bitcoin,chronos,2,3056,1.4951383972167964,0.9333333333333333,13.402083333333334
bitcoin,chronos,2,3109,0.6329007042778863,1.0,7.083333333333333
bitcoin,chronos,2,3162,2.33724912431505,0.6333333333333333,3.525
bitcoin,chronos,2,3215,8.749412706163195,0.13333333333333333,8.270833333333334
bitcoin,chronos,2,3269,4.72971560160319,0.9333333333333333,31.0
bitcoin,chronos,2,3322,3.029153306749131,0.9333333333333333,25.908333333333335
bitcoin,chronos,2,3375,2.0398612552218967,0.9333333333333333,10.583333333333334
bitcoin,chronos,2,3428,1.196193601820204,1.0,13.741666666666667
bitcoin,chronos,3,3477,81.40329223632813,0.16666666666666666,140.06666666666666
bitcoin,chronos,3,3538,20.56694329155816,0.9,143.26666666666668
bitcoin,chronos,3,3599,67.12282796223958,0.23333333333333334,145.8
bitcoin,chronos,3,3660,21.77247741699219,0.9666666666666667,157.86666666666667
bitcoin,chronos,3,3721,18.686949395073785,0.9333333333333333,122.4
bitcoin,chronos,3,3782,32.78920891655816,0.6666666666666666,136.26666666666668
bitcoin,chronos,3,3843,45.7058844672309,0.6,203.33333333333334
bitcoin,chronos,3,3904,34.79717746310764,0.9,260.6666666666667
bitcoin,chronos,4,2021,0.07647643844286602,0.7666666666666667,0.2515625
bitcoin,chronos,4,2055,0.07958917637666066,0.8,0.39114583333333336
bitcoin,chronos,4,2088,0.07978726771142748,0.8333333333333334,0.4044270833333333
bitcoin,chronos,4,2122,0.5017840352654458,0.13333333333333333,0.5960611979166667
bitcoin,chronos,4,2155,0.19160979219608834,0.9333333333333333,1.2629720052083333
bitcoin,chronos,4,2189,0.36718377235927624,0.7,1.2021158854166667
bitcoin,chronos,4,2222,0.6277076016325088,0.7333333333333333,3.1977783203125
bitcoin,chronos,4,2256,0.1902780303110679,0.9,1.521484375
bitcoin,chronos,5,3477,0.3292575942145453,0.9333333333333333,2.3619791666666665
bitcoin,chronos,5,3538,0.270246942308214,0.9,1.9083333333333334
bitcoin,chronos,5,3599,0.42406070285373254,0.5,1.3677083333333333
bitcoin,chronos,5,3660,0.3364772256215413,0.9,1.9520833333333334
bitcoin,chronos,5,3721,0.4562624920739068,0.7,1.8375
bitcoin,chronos,5,3782,0.49745061768425836,1.0,3.56875
bitcoin,chronos,5,3843,0.46508109622531457,0.9666666666666667,3.1333333333333333
bitcoin,chronos,5,3904,0.37049785508049865,0.9333333333333333,2.685416666666667
bitcoin,chronos,6,3482,18.6113954671224,0.16666666666666666,49.53333333333333
bitcoin,chronos,6,3543,7.769767116970486,1.0,85.86666666666666
bitcoin,chronos,6,3604,62.64474026150173,0.0,48.13333333333333
bitcoin,chronos,6,3665,23.646604003906248,1.0,99.26666666666667
bitcoin,chronos,6,3726,21.358886990017364,0.2,37.6
bitcoin,chronos,6,3787,33.09998725043403,0.43333333333333335,34.8
bitcoin,chronos,6,3848,18.75752251519097,1.0,143.6
bitcoin,chronos,6,3909,21.17260823567708,1.0,198.13333333333333
bitcoin,chronos,7,3477,0.05495977606779586,0.6,0.27002360026041666
bitcoin,chronos,7,3538,0.039151466365696656,0.9333333333333333,0.267529296875
bitcoin,chronos,7,3599,0.05666949523871556,0.8666666666666667,0.30618489583333336
bitcoin,chronos,7,3660,0.04594767873434142,0.9,0.3319173177083333
bitcoin,chronos,7,3721,0.03306006226067741,0.9333333333333333,0.2159682830174764
bitcoin,chronos,7,3782,0.04609275141782645,0.6666666666666666,0.19939676920572916
bitcoin,chronos,7,3843,0.04580291347785129,0.8666666666666667,0.326025390625
bitcoin,chronos,7,3904,0.03983446171352019,0.8666666666666667,0.23537368774414064
bitcoin,chronos,8,3482,0.5443157360288831,0.9666666666666667,4.117708333333334
bitcoin,chronos,8,3543,0.36219795438978414,1.0,2.9130208333333334
bitcoin,chronos,8,3604,0.29541280746459964,1.0,2.2
bitcoin,chronos,8,3665,0.22595820003085665,0.8666666666666667,1.4697916666666666
bitcoin,chronos,8,3726,0.9535172075695459,0.3,2.300520833333333
bitcoin,chronos,8,3787,0.21088195694817438,1.0,1.95625
bitcoin,chronos,8,3848,0.41891787793901236,0.7,1.8614583333333334
bitcoin,chronos,8,3909,0.27689032448662654,0.9666666666666667,2.0458333333333334
bitcoin,chronos,9,3056,0.3277997331197063,0.7666666666666667,1.9259765625
bitcoin,chronos,9,3109,0.22556921853580406,0.9333333333333333,1.5101791381835938
bitcoin,chronos,9,3162,0.4672747839159435,0.9666666666666667,3.352164713541667
bitcoin,chronos,9,3215,1.74222515920798,0.3,2.8637898763020835
bitcoin,chronos,9,3269,0.8121132271157369,0.9,4.84259033203125
bitcoin,chronos,9,3322,0.3295303932825725,1.0,3.056754557291667
bitcoin,chronos,9,3375,0.4898211026853986,0.7,1.952782185872396
bitcoin,chronos,9,3428,0.3451193630695343,0.9,2.2373860677083335
bitcoin,chronos,10,3056,0.730440797275967,0.7666666666666667,3.333854166666667
bitcoin,chronos,10,3109,2.0600187373161316,0.36666666666666664,2.574088541666667
bitcoin,chronos,10,3162,0.7500014082590738,0.9,4.112239583333333
bitcoin,chronos,10,3215,1.7333955796559652,0.7333333333333333,5.159375
bitcoin,chronos,10,3269,5.029991805818345,0.8333333333333334,17.040625
bitcoin,chronos,10,3322,11.331198913786146,0.9,19.475520833333334
bitcoin,chronos,10,3375,1.7917071782218084,0.7666666666666667,7.006770833333333
bitcoin,chronos,10,3428,1.2437111081017387,0.9,8.564583333333333
bitcoin,chronos,11,3056,1.095817387898763,0.9333333333333333,9.845833333333333
bitcoin,chronos,11,3109,0.46799790700276694,1.0,5.183333333333334
bitcoin,chronos,11,3162,1.6700184673733185,0.6333333333333333,2.6104166666666666
bitcoin,chronos,11,3215,6.340777583652073,0.13333333333333333,5.891666666666667
bitcoin,chronos,11,3269,3.413276663886176,0.9333333333333333,22.241666666666667
bitcoin,chronos,11,3322,2.129106174045139,0.9333333333333333,18.408333333333335
bitcoin,chronos,11,3375,1.4383084106445314,0.9333333333333333,7.366666666666666
bitcoin,chronos,11,3428,0.847280061509874,1.0,9.691666666666666
bitcoin,chronos,12,3056,1.8642138184441461,0.6333333333333333,7.002083333333333
bitcoin,chronos,12,3109,0.7749495972527397,1.0,6.699479166666666
bitcoin,chronos,12,3162,1.7171232234107126,0.7,5.047916666666667
bitcoin,chronos,12,3215,5.425723016526964,0.5,10.827083333333333
bitcoin,chronos,12,3269,7.122372563680013,0.8333333333333334,42.671875
bitcoin,chronos,12,3322,2.283419267866346,0.9666666666666667,22.622916666666665
bitcoin,chronos,12,3375,1.6824523512522378,0.9333333333333333,11.464583333333334
bitcoin,chronos,12,3428,3.129643007914225,0.6666666666666666,13.66875
bitcoin,chronos,13,3477,0.004533829225434197,0.9,0.033951822916666666
bitcoin,chronos,13,3538,0.009605454471376205,1.0,0.065576171875
bitcoin,chronos,13,3599,0.1657201586167018,0.16666666666666666,0.04375
bitcoin,chronos,13,3660,0.018532323837280273,1.0,0.22802734375
bitcoin,chronos,13,3721,0.003686554564370048,1.0,0.03125
bitcoin,chronos,13,3782,0.02264518274201287,0.26666666666666666,0.055338541666666664
bitcoin,chronos,13,3843,0.10607442206806608,0.3333333333333333,0.069140625
bitcoin,chronos,13,3904,0.01007404049237569,1.0,0.11640625
bitcoin,chronos,14,3056,0.5832241071595086,0.9333333333333333,4.755533854166667
bitcoin,chronos,14,3109,0.35954164346059164,0.9666666666666667,2.48521728515625
bitcoin,chronos,14,3162,3.5991305245293503,0.26666666666666666,2.9537760416666665
bitcoin,chronos,14,3215,5.664924631118774,0.4,12.023697916666666
bitcoin,chronos,14,3269,4.47324115064409,0.16666666666666666,11.475520833333333
bitcoin,chronos,14,3322,1.1529317961798773,0.9333333333333333,7.421610514322917
bitcoin,chronos,14,3375,0.6790627606709798,0.6666666666666666,2.748828125
bitcoin,chronos,14,3428,0.71599077090621,0.5333333333333333,2.9067057291666667
