dataset,method,series,origin,weighted_quantile_loss,coverage_80,normalized_width_80
m4_hourly,chronos,17,811,0.018840816209558395,0.9375,0.15320587158203125
m4_hourly,chronos,17,818,0.018291717379664382,0.7083333333333334,0.1194912592569987
m4_hourly,chronos,18,767,0.05556488459826343,0.9791666666666666,0.40404224395751953
m4_hourly,chronos,18,774,0.05549081427873009,0.9583333333333334,0.4587109883626302
m4_hourly,chronos,18,782,0.05761607252578768,0.9375,0.46243031819661456
m4_hourly,chronos,18,789,0.058360448629698816,0.9166666666666666,0.4060160319010417
m4_hourly,chronos,18,796,0.05883382985420111,0.9166666666666666,0.4504670302073161
m4_hourly,chronos,18,803,0.0607599371449194,0.9166666666666666,0.4237047831217448
m4_hourly,chronos,18,811,0.06158028861973434,0.9375,0.40472157796223956
m4_hourly,chronos,18,818,0.06586412091920565,0.8958333333333334,0.4032980600992839
m4_hourly,chronos,19,767,0.16501872061958744,0.8333333333333334,0.8564751942952474
m4_hourly,chronos,19,774,0.11707488023675977,0.9375,0.8491972287495931
m4_hourly,chronos,19,782,0.2201086981066813,0.6875,0.8161392211914062
m4_hourly,chronos,19,789,0.29678457043547596,0.6458333333333334,0.8749052683512369
m4_hourly,chronos,19,796,0.33655697889108627,0.5,0.7591044108072916
m4_hourly,chronos,19,803,0.41259613758884367,0.3541666666666667,0.7769220670064291
m4_hourly,chronos,19,811,0.4294552219772918,0.3125,0.8309148152669271
m4_hourly,chronos,19,818,0.24300873178678253,0.5,0.7392628987630209
m4_hourly,chronos,20,569,0.23236072183483175,1.0,1.9134877522786458
m4_hourly,chronos,20,573,0.2402507423940632,1.0,1.9075215657552083
m4_hourly,chronos,20,576,0.2254623024413983,0.9583333333333334,1.8269494374593098
m4_hourly,chronos,20,580,0.24984263254122605,0.9791666666666666,1.9137051900227864
m4_hourly,chronos,20,584,0.2724221197060413,0.8958333333333334,1.6789016723632812
m4_hourly,chronos,20,588,0.221958862659004,0.8958333333333334,1.4610125223795574
m4_hourly,chronos,20,591,0.2894075447072585,0.8125,1.4639180501302083
