dataset,method,series,origin,weighted_quantile_loss,coverage_80,normalized_width_80
m4_hourly,chronos,7,644,0.07398111909343344,0.9791666666666666,0.564501682917277
m4_hourly,chronos,7,652,0.07423823763642252,0.8958333333333334,0.5639292399088541
m4_hourly,chronos,7,660,0.07128944667185552,0.9791666666666666,0.5818761189778646
m4_hourly,chronos,7,668,0.06835921360309133,0.9791666666666666,0.5069096883138021
m4_hourly,chronos,7,676,0.07353393305998503,0.9791666666666666,0.5361048380533854
m4_hourly,chronos,7,684,0.07151928937269582,1.0,0.5997212727864584
m4_hourly,chronos,7,692,0.07861055622601675,0.875,0.48407236735026044
m4_hourly,chronos,7,700,0.0816745149023417,0.9166666666666666,0.5980440775553385
m4_hourly,chronos,8,644,0.3052099116547551,0.4375,0.6689198811848959
m4_hourly,chronos,8,652,0.35693627030769776,0.3125,0.6646105448404948
m4_hourly,chronos,8,660,0.47715742900424335,0.10416666666666667,0.602691650390625
m4_hourly,chronos,8,668,0.3472848134180013,0.3125,0.7664998372395834
m4_hourly,chronos,8,676,0.2905049370330138,0.5833333333333334,0.927459716796875
m4_hourly,chronos,8,684,0.3065812908255288,0.4166666666666667,0.9171854654947916
m4_hourly,chronos,8,692,0.285455920557595,0.4166666666666667,0.9712834358215332
m4_hourly,chronos,8,700,0.4323623487001492,0.10416666666666667,0.9500172932942709
m4_hourly,chronos,9,867,0.09883870801164045,0.8958333333333334,0.6896692911783854
m4_hourly,chronos,9,880,0.10053224410447809,0.875,0.6451441446940104
m4_hourly,chronos,9,894,0.11280092877439325,0.8541666666666666,0.71539306640625
m4_hourly,chronos,9,907,0.11141945423765315,0.875,0.6817289988199869
m4_hourly,chronos,9,920,0.1123406137443251,0.8333333333333334,0.6354242960611979
m4_hourly,chronos,9,933,0.10311766725240482,0.9583333333333334,0.7514896392822266
m4_hourly,chronos,9,947,0.10519934582730962,0.9166666666666666,0.701141357421875
m4_hourly,chronos,9,960,0.12258282998680242,0.7916666666666666,0.665368398030599
m4_hourly,chronos,10,644,0.14819604978741455,1.0,1.2762858072916667
m4_hourly,chronos,10,652,0.2417132626934391,0.7083333333333334,1.0524749755859375
m4_hourly,chronos,10,660,0.2781600338794912,0.5833333333333334,0.8588657379150391
m4_hourly,chronos,10,668,0.2817526011882971,0.5416666666666666,0.7988739013671875
m4_hourly,chronos,10,676,0.369270663899887,0.6458333333333334,0.8659432729085287
m4_hourly,chronos,10,684,0.4935210484028276,0.3541666666666667,0.6838611761728922
m4_hourly,chronos,10,692,0.3460633031403025,0.5,0.8426539103190104
m4_hourly,chronos,10,700,0.30617234688252215,0.6041666666666666,1.1999435424804688
m4_hourly,chronos,11,644,0.09409053158791114,0.9583333333333334,0.6250839233398438
m4_hourly,chronos,11,652,0.07014492755600561,1.0,0.6068038940429688
m4_hourly,chronos,11,660,0.07648346970478694,1.0,0.6109771728515625
m4_hourly,chronos,11,668,0.09493107374550568,0.8958333333333334,0.574487050374349
m4_hourly,chronos,11,676,0.20627574391870038,0.4583333333333333,0.6323596636454264
m4_hourly,chronos,11,684,0.19357850063695675,0.5208333333333334,0.6877009073893229
m4_hourly,chronos,11,692,0.12412385183593466,0.7291666666666666,0.5969486236572266
m4_hourly,chronos,11,700,0.10252887768567436,0.875,0.69305419921875
m4_hourly,chronos,12,867,0.03111071513137884,0.7083333333333334,0.15620930989583334
m4_hourly,chronos,12,880,0.03930537578481664,0.7083333333333334,0.18108304341634116
m4_hourly,chronos,12,894,0.04351608314835984,0.5416666666666666,0.1489114761352539
m4_hourly,chronos,12,907,0.03937219327393298,0.6458333333333334,0.18033599853515625
m4_hourly,chronos,12,920,0.025946725692160222,0.9166666666666666,0.1803766886393229
m4_hourly,chronos,12,933,0.030165976621598627,0.8958333333333334,0.20903746287027994
m4_hourly,chronos,12,947,0.028799066904725296,0.9375,0.17074620723724365
m4_hourly,chronos,12,960,0.026961897339464892,0.9583333333333334,0.1601104736328125
m4_hourly,chronos,13,644,0.07358769382246666,0.9583333333333334,0.5781097412109375
m4_hourly,chronos,13,652,0.07092503082628052,0.9791666666666666,0.539056142171224
m4_hourly,chronos,13,660,0.06729241093206736,0.8958333333333334,0.4900105794270833
m4_hourly,chronos,13,668,0.07386578131053183,0.8541666666666666,0.4696197509765625
m4_hourly,chronos,13,676,0.07118153216110334,0.875,0.4910634358723958
m4_hourly,chronos,13,684,0.07294896211889054,0.8541666666666666,0.4589385986328125
m4_hourly,chronos,13,692,0.06632165227913195,0.9375,0.46194712320963544
m4_hourly,chronos,13,700,0.0686202426544494,0.9166666666666666,0.4613850911458333
m4_hourly,chronos,14,867,0.1290978796314448,0.8541666666666666,0.8805020650227865
